city,fengxiang,yWendu,tianqi,bWendu,fengli,ymd
潍坊,南风,23℃,晴,37℃,3-4级,2015-07-14
潍坊,南风,23℃,晴~多云,35℃,3-4级,2015-07-15
潍坊,东南风,22℃,多云,28℃,3-4级,2015-07-16
潍坊,南风,21℃,多云~阴,31℃,3-4级,2015-07-17
潍坊,南风,20℃,阵雨,32℃,3-4级,2015-07-18
潍坊,东南风,22℃,多云~阵雨,28℃,3-4级,2015-07-19
潍坊,东风,22℃,阵雨~多云,28℃,3-4级,2015-07-20
潍坊,南风,23℃,雷阵雨~多云,32℃,3-4级,2015-07-21
潍坊,南风,23℃,多云~阴,33℃,3-4级,2015-07-22
潍坊,南风,24℃,阵雨,31℃,3-4级,2015-07-23
潍坊,南风,23℃,阵雨,31℃,3-4级,2015-07-24
潍坊,南风,23℃,阵雨,33℃,3-4级,2015-07-25
潍坊,南风,24℃,多云,34℃,3-4级,2015-07-26
太原,无持续风向,18℃,多云,31℃,微风,2015-07-07
太原,无持续风向,19℃,晴~多云,32℃,微风,2015-07-08
太原,无持续风向,17℃,多云,31℃,微风,2015-07-09
太原,无持续风向,18℃,多云~晴,30℃,微风,2015-07-10
太原,无持续风向,18℃,晴,32℃,微风,2015-07-11
太原,无持续风向,20℃,晴,35℃,微风,2015-07-12
太原,无持续风向,21℃,多云,36℃,微风,2015-07-13
太原,无持续风向,18℃,阵雨~小雨,32℃,微风,2015-07-14
北京,北风~无持续风向,18℃,晴,33℃,3-4级~微风,2015-07-01
北京,无持续风向,18℃,多云~晴,34℃,微风,2015-07-02
北京,无持续风向,20℃,晴~多云,33℃,微风,2015-07-03
北京,无持续风向,19℃,阵雨~多云,27℃,微风,2015-07-04
北京,无持续风向,21℃,晴,30℃,微风,2015-07-05
北京,无持续风向,22℃,多云,31℃,微风,2015-07-06
北京,无持续风向,22℃,晴~多云,33℃,微风,2015-07-07
北京,无持续风向,22℃,霾~晴,33℃,微风,2015-07-08
北京,无持续风向,23℃,多云~阴,34℃,微风,2015-07-09
北京,无持续风向,23℃,多云~阴,32℃,微风,2015-07-10
北京,无持续风向,24℃,多云~晴,35℃,微风,2015-07-11
北京,无持续风向,25℃,晴,38℃,微风,2015-07-12
北京,无持续风向,25℃,雷雨~晴,40℃,微风,2015-07-13
北京,无持续风向,24℃,雷雨,37℃,微风,2015-07-14
北京,无持续风向,23℃,雷雨,30℃,微风,2015-07-15
潍坊,南风,25℃,多云,35℃,3-4级,2015-07-27
潍坊,南风,26℃,雷阵雨,34℃,3-4级,2015-07-28
潍坊,南风,27℃,阵雨,35℃,3-4级,2015-07-29
潍坊,南风,26℃,阵雨,35℃,3-4级,2015-07-30
潍坊,南风,25℃,雷阵雨,32℃,3-4级,2015-07-31
太原,无持续风向,17℃,小雨,24℃,微风,2015-07-15
太原,无持续风向,17℃,多云,26℃,微风,2015-07-16
太原,无持续风向,16℃,阵雨,26℃,微风,2015-07-17
太原,无持续风向,17℃,雷阵雨~小雨,26℃,微风,2015-07-18
太原,无持续风向,18℃,雷阵雨~多云,27℃,微风,2015-07-19
太原,无持续风向,18℃,阵雨~多云,28℃,微风,2015-07-20
太原,无持续风向,19℃,小雨,29℃,微风,2015-07-21
太原,无持续风向,19℃,雷阵雨~多云,29℃,微风,2015-07-22
太原,无持续风向,18℃,多云,30℃,微风,2015-07-23
太原,无持续风向,17℃,多云,32℃,微风,2015-07-24
太原,无持续风向,19℃,晴,34℃,微风,2015-07-25
太原,无持续风向,20℃,多云~晴,34℃,微风,2015-07-26
太原,无持续风向,22℃,多云~晴,35℃,微风,2015-07-27
太原,无持续风向,23℃,多云,35℃,微风,2015-07-28
太原,无持续风向,21℃,小雨~阴,30℃,微风,2015-07-29
太原,无持续风向,21℃,阵雨,33℃,微风,2015-07-30
太原,无持续风向,22℃,多云~阵雨,31℃,微风,2015-07-31
莱芜,北风~南风,20℃,晴~多云,31℃,微风,2015-07-01
莱芜,北风~南风,19℃,多云,31℃,3-4级,2015-07-02
莱芜,南风,18℃,多云~晴,31℃,3-4级,2015-07-03
莱芜,南风,19℃,晴,31℃,微风,2015-07-04
莱芜,南风,21℃,多云~阴,30℃,微风,2015-07-05
莱芜,南风,20℃,雷雨,28℃,微风,2015-07-06
莱芜,南风,20℃,多云,29℃,微风,2015-07-07
莱芜,南风~东风,20℃,多云,30℃,3-4级,2015-07-08
莱芜,东风,22℃,多云~阴,30℃,3-4级,2015-07-09
莱芜,东风,22℃,多云~阵雨,30℃,3-4级,2015-07-10
莱芜,东风~东北风,23℃,多云~阴,33℃,3-4级~4-5级,2015-07-11
莱芜,东北风,23℃,多云,31℃,3-4级,2015-07-12
莱芜,南风,25℃,晴,35℃,微风,2015-07-13
北京,无持续风向,21℃,雷阵雨~阵雨,28℃,微风,2015-07-16
北京,无持续风向,21℃,雷阵雨~中雨,27℃,微风,2015-07-17
北京,无持续风向,21℃,雷阵雨,27℃,微风,2015-07-18
北京,无持续风向,21℃,雷阵雨,27℃,微风,2015-07-19
北京,无持续风向,21℃,雷阵雨,28℃,微风,2015-07-20
北京,无持续风向,22℃,雷阵雨,28℃,微风,2015-07-21
北京,无持续风向,21℃,雷阵雨,30℃,微风,2015-07-22
北京,无持续风向,21℃,阴~雷阵雨,30℃,微风,2015-07-23
北京,无持续风向,21℃,雷阵雨~阴,31℃,微风,2015-07-24
北京,无持续风向,23℃,多云,33℃,微风,2015-07-25
北京,无持续风向,23℃,多云,33℃,微风,2015-07-26
北京,无持续风向,23℃,雷阵雨~中雨,33℃,微风,2015-07-27
北京,无持续风向,22℃,雷阵雨~中到大雨,29℃,微风,2015-07-28
北京,无持续风向,23℃,雷阵雨~大雨,32℃,微风,2015-07-29
北京,无持续风向,22℃,雷阵雨,29℃,微风,2015-07-30
北京,无持续风向,22℃,多云,29℃,微风,2015-07-31
莱芜,南风~东南风,25℃,多云,37℃,3-4级,2015-07-14
莱芜,东风,23℃,多云~阴,32℃,3-4级,2015-07-15
莱芜,东风,21℃,阵雨,28℃,微风,2015-07-16
莱芜,东风,21℃,多云~雷阵雨,30℃,微风,2015-07-17
莱芜,南风,21℃,雷阵雨,30℃,3-4级,2015-07-18
莱芜,南风,21℃,多云~雷阵雨,29℃,3-4级,2015-07-19
莱芜,南风,22℃,阵雨~多云,29℃,3-4级,2015-07-20
莱芜,南风,23℃,多云~阴,32℃,微风,2015-07-21
泰安,西南风~北风,21℃,晴~多云,31℃,微风,2015-07-01
泰安,北风~南风,20℃,雷雨~多云,32℃,微风,2015-07-02
泰安,北风~南风,19℃,晴~多云,32℃,3-4级,2015-07-03
泰安,北风~南风,19℃,晴~多云,33℃,3-4级,2015-07-04
泰安,南风,22℃,多云,31℃,3-4级,2015-07-05
泰安,南风,19℃,雷雨,27℃,微风,2015-07-06
泰安,南风,20℃,多云,29℃,微风,2015-07-07
泰安,南风,20℃,多云~阴,30℃,3-4级,2015-07-08
泰安,东风,22℃,多云,32℃,3-4级,2015-07-09
泰安,东南风,22℃,多云~雷雨,31℃,3-4级,2015-07-10
莱芜,南风,23℃,多云~雷阵雨,32℃,3-4级,2015-07-22
莱芜,南风,23℃,雷阵雨,30℃,3-4级,2015-07-23
莱芜,南风,23℃,雷阵雨~多云,31℃,微风,2015-07-24
莱芜,南风,25℃,多云,33℃,3-4级,2015-07-25
莱芜,南风,25℃,多云,34℃,3-4级,2015-07-26
莱芜,南风,26℃,多云~阴,35℃,3-4级,2015-07-27
莱芜,南风,26℃,多云~雷阵雨,34℃,3-4级,2015-07-28
莱芜,南风,26℃,多云~雷阵雨,34℃,3-4级,2015-07-29
莱芜,南风,25℃,雷阵雨~中到大雨,34℃,3-4级,2015-07-30
莱芜,南风,22℃,雷阵雨,31℃,3-4级,2015-07-31
泰安,东风~东北风,24℃,多云,33℃,3-4级,2015-07-11
泰安,东北风~北风,23℃,多云,33℃,3-4级,2015-07-12
泰安,南风,25℃,晴~多云,37℃,3-4级,2015-07-13
泰安,南风,25℃,晴~多云,37℃,3-4级,2015-07-14
泰安,南风,23℃,雷雨~多云,32℃,3-4级,2015-07-15
泰安,南风,22℃,阵雨~多云,28℃,3-4级,2015-07-16
泰安,东南风~南风,21℃,阴~阵雨,30℃,微风,2015-07-17
泰安,南风,21℃,雷阵雨,30℃,微风,2015-07-18
泰安,东南风,22℃,雷阵雨,30℃,3-4级,2015-07-19
泰安,南风,22℃,雷阵雨~多云,30℃,微风,2015-07-20
泰安,南风,24℃,阵雨~多云,32℃,微风,2015-07-21
泰安,南风,24℃,多云~雷阵雨,33℃,微风,2015-07-22
泰安,东南风,23℃,雷阵雨,29℃,3-4级,2015-07-23
泰安,南风,23℃,多云,32℃,微风,2015-07-24
泰安,南风,24℃,多云,33℃,微风,2015-07-25
泰安,南风,24℃,多云~阴,34℃,微风,2015-07-26
泰安,南风,25℃,多云,35℃,3-4级,2015-07-27
菏泽,北风~东北风,22℃,晴~多云,33℃,微风,2015-07-01
菏泽,南风~北风,21℃,晴~多云,31℃,微风~3-4级,2015-07-02
菏泽,东北风,20℃,多云,32℃,微风,2015-07-03
菏泽,东风~东南风,21℃,晴,34℃,微风,2015-07-04
菏泽,南风,22℃,晴~多云,33℃,微风,2015-07-05
泰安,南风,27℃,多云,34℃,3-4级,2015-07-28
泰安,南风,27℃,多云~雷阵雨,35℃,3-4级,2015-07-29
泰安,南风,24℃,多云~中到大雨,35℃,3-4级,2015-07-30
泰安,南风,23℃,雷阵雨,30℃,3-4级,2015-07-31
菏泽,南风,20℃,阴~多云,29℃,微风,2015-07-06
菏泽,东南风,20℃,雷雨~多云,29℃,微风,2015-07-07
菏泽,东南风,20℃,晴~多云,32℃,微风,2015-07-08
菏泽,东南风,22℃,多云~阴,30℃,微风,2015-07-09
菏泽,东南风,22℃,多云,30℃,微风,2015-07-10
济南,南风~北风,23℃,晴,34℃,微风,2015-07-01
济南,北风~南风,20℃,多云~晴,32℃,微风,2015-07-02
济南,北风~南风,21℃,晴,33℃,微风,2015-07-03
济南,南风,23℃,晴,33℃,微风,2015-07-04
济南,南风,23℃,多云,32℃,微风,2015-07-05
济南,南风,23℃,雷雨,31℃,微风,2015-07-06
菏泽,东南风~东风,23℃,阵雨~多云,30℃,微风,2015-07-11
菏泽,北风~南风,25℃,晴,34℃,微风,2015-07-12
菏泽,西南风,26℃,晴~多云,38℃,微风,2015-07-13
菏泽,南风~西北风,25℃,多云~雷雨,38℃,微风~3-4级,2015-07-14
菏泽,东南风,23℃,阵雨,28℃,3-4级,2015-07-15
菏泽,东南风,20℃,小雨,24℃,微风~3-4级,2015-07-16
菏泽,东南风,21℃,多云~阵雨,30℃,微风~3-4级,2015-07-17
菏泽,东南风,22℃,阵雨~多云,29℃,微风,2015-07-18
菏泽,东南风,22℃,多云,30℃,微风,2015-07-19
菏泽,东南风,23℃,多云,31℃,微风,2015-07-20
菏泽,东南风,24℃,多云,32℃,微风,2015-07-21
菏泽,东南风,25℃,多云~阵雨,33℃,微风,2015-07-22
菏泽,南风,23℃,雷阵雨~阵雨,29℃,3-4级,2015-07-23
菏泽,南风,24℃,晴~多云,33℃,微风,2015-07-24
菏泽,南风,24℃,晴~多云,34℃,微风,2015-07-25
菏泽,南风,25℃,晴,35℃,微风,2015-07-26
济南,北风~南风,21℃,多云,32℃,微风,2015-07-07
济南,东南风~东风,22℃,晴,33℃,微风,2015-07-08
济南,东风~东南风,25℃,晴~多云,33℃,微风,2015-07-09
济南,东南风,24℃,多云~阵雨,32℃,微风,2015-07-10
济南,东风~东北风,24℃,阵雨,31℃,微风~3-4级,2015-07-11
济南,东北风,25℃,多云,33℃,3-4级,2015-07-12
济南,南风,28℃,晴,38℃,3-4级~微风,2015-07-13
济南,南风,27℃,晴~多云,39℃,微风,2015-07-14
济南,南风~北风,24℃,多云~雷雨,34℃,微风,2015-07-15
济南,北风~南风,22℃,阴~多云,30℃,微风,2015-07-16
济南,南风,22℃,阴~阵雨,29℃,微风,2015-07-17
济南,南风,22℃,雷阵雨~多云,30℃,微风,2015-07-18
济南,南风,22℃,阴~雷阵雨,30℃,微风,2015-07-19
济南,南风,23℃,雷阵雨~多云,30℃,微风,2015-07-20
济南,南风,23℃,多云~雷阵雨,32℃,微风,2015-07-21
济南,南风,24℃,雷阵雨,32℃,微风,2015-07-22
济南,南风,22℃,小到中雨,30℃,微风,2015-07-23
保定,北风,23℃,阴~雷阵雨,28℃,微风,2015-08-01
保定,南风~北风,23℃,阵雨,27℃,微风,2015-08-02
保定,北风,22℃,中雨~阵雨,25℃,微风,2015-08-03
保定,北风~南风,21℃,晴,32℃,微风,2015-08-04
保定,南风,23℃,多云,31℃,微风,2015-08-05
保定,南风~北风,22℃,多云,31℃,微风,2015-08-06
保定,北风,23℃,雷阵雨~多云,31℃,微风,2015-08-07
保定,北风~南风,22℃,多云,31℃,微风,2015-08-08
保定,南风,23℃,多云,32℃,微风,2015-08-09
菏泽,南风,26℃,多云,34℃,微风,2015-07-27
菏泽,南风,27℃,晴~多云,35℃,3-4级,2015-07-28
菏泽,南风,27℃,晴,36℃,微风,2015-07-29
菏泽,南风,25℃,多云~雷阵雨,35℃,3-4级,2015-07-30
菏泽,南风,23℃,雷阵雨,29℃,3-4级,2015-07-31
济南,南风,24℃,雷阵雨~多云,32℃,微风,2015-07-24
济南,南风,25℃,雷阵雨~多云,34℃,微风,2015-07-25
济南,南风,26℃,晴,35℃,微风,2015-07-26
济南,南风,27℃,晴,36℃,微风,2015-07-27
济南,南风,26℃,雷阵雨,35℃,3-4级,2015-07-28
济南,南风,26℃,雷阵雨,35℃,微风,2015-07-29
济南,南风,24℃,中雨,33℃,微风,2015-07-30
济南,南风,23℃,雷阵雨,31℃,微风,2015-07-31
保定,东风~北风,22℃,多云,33℃,微风,2015-08-10
保定,南风~西南风,22℃,多云~晴,33℃,微风,2015-08-11
保定,西南风~南风,24℃,晴,35℃,微风,2015-08-12
保定,南风~北风,23℃,多云~雷阵雨,34℃,微风,2015-08-13
保定,北风,21℃,多云~晴,32℃,微风,2015-08-14
保定,南风,21℃,晴,33℃,微风,2015-08-15
保定,南风,20℃,晴,34℃,微风,2015-08-16
保定,南风,22℃,多云,31℃,微风,2015-08-17
保定,东风~北风,20℃,雷阵雨,29℃,微风,2015-08-18
保定,北风~南风,19℃,雷阵雨~多云,26℃,微风,2015-08-19
保定,西北风,20℃,晴,31℃,微风,2015-08-20
保定,南风~北风,19℃,晴~多云,32℃,微风,2015-08-21
保定,东北风~北风,20℃,多云,32℃,微风,2015-08-22
保定,东北风~北风,20℃,阵雨,29℃,微风,2015-08-23
保定,北风,18℃,雷阵雨~多云,28℃,微风,2015-08-24
保定,北风,19℃,多云,29℃,微风,2015-08-25
保定,北风,18℃,晴,29℃,微风,2015-08-26
哈尔滨,西南风,21℃,晴,31℃,微风~3-4级,2015-08-01
哈尔滨,西南风,22℃,中雨~阵雨,29℃,4-5级~3-4级,2015-08-02
保定,南风,18℃,晴,31℃,微风,2015-08-27
保定,南风~北风,19℃,晴~雷阵雨,31℃,微风,2015-08-28
保定,北风,19℃,雷阵雨,30℃,微风,2015-08-29
保定,东北风,19℃,雷阵雨~中雨,26℃,微风,2015-08-30
保定,东北风,18℃,雷阵雨,25℃,微风,2015-08-31
哈尔滨,西南风,21℃,多云~晴,30℃,4-5级~3-4级,2015-08-03
哈尔滨,西风~西南风,21℃,晴,29℃,3-4级~微风,2015-08-04
哈尔滨,西南风,22℃,多云,31℃,微风,2015-08-05
哈尔滨,西南风,21℃,雷阵雨,30℃,3-4级~微风,2015-08-06
哈尔滨,西南风,21℃,阵雨,27℃,3-4级~微风,2015-08-07
哈尔滨,西南风,20℃,中雨~阵雨,27℃,微风,2015-08-08
哈尔滨,西南风,19℃,中雨~小雨,27℃,微风,2015-08-09
哈尔滨,东北风,18℃,雷阵雨~多云,26℃,微风,2015-08-10
哈尔滨,东北风~北风,18℃,雷阵雨~多云,26℃,微风,2015-08-11
哈尔滨,西风~南风,19℃,多云~晴,28℃,微风,2015-08-12
哈尔滨,西南风,19℃,晴,30℃,微风,2015-08-13
邯郸,北风~南风,24℃,阵雨~阴,28℃,微风,2015-08-01
邯郸,北风,24℃,雷阵雨~中雨,30℃,微风,2015-08-02
邯郸,北风,22℃,暴雨~大雨,30℃,微风,2015-08-03
邯郸,南风,22℃,多云,29℃,微风,2015-08-04
邯郸,南风~北风,22℃,阴~多云,31℃,微风,2015-08-05
邯郸,南风~北风,23℃,多云,32℃,微风,2015-08-06
邯郸,北风,24℃,多云~晴,32℃,微风,2015-08-07
哈尔滨,南风,20℃,多云,31℃,微风,2015-08-14
哈尔滨,南风~西风,21℃,小雨~雷阵雨,28℃,微风,2015-08-15
哈尔滨,南风,19℃,雷阵雨~多云,25℃,3-4级~微风,2015-08-16
哈尔滨,南风,19℃,雷阵雨~多云,28℃,3-4级~微风,2015-08-17
哈尔滨,南风,20℃,雷阵雨,29℃,微风,2015-08-18
哈尔滨,西南风~南风,18℃,雷阵雨~多云,26℃,微风,2015-08-19
哈尔滨,东南风,18℃,中雨~雷阵雨,25℃,微风,2015-08-20
哈尔滨,东南风~东风,18℃,中雨~阵雨,23℃,微风,2015-08-21
哈尔滨,东风,17℃,雷阵雨~多云,23℃,微风,2015-08-22
哈尔滨,东南风,17℃,雷阵雨~阵雨,24℃,3-4级,2015-08-23
哈尔滨,东风,17℃,雷阵雨~多云,25℃,3-4级~微风,2015-08-24
哈尔滨,东风,18℃,多云,26℃,3-4级~微风,2015-08-25
哈尔滨,东风,18℃,多云~阵雨,25℃,3-4级,2015-08-26
哈尔滨,东风,17℃,大雨~中雨,21℃,5-6级~4-5级,2015-08-27
哈尔滨,东北风~东风,16℃,小雨~阵雨,20℃,4-5级~微风,2015-08-28
哈尔滨,东风,15℃,中雨~阵雨,22℃,微风,2015-08-29
邯郸,北风,23℃,多云,32℃,微风,2015-08-08
邯郸,北风,22℃,小雨~阴,32℃,微风~3-4级,2015-08-09
邯郸,北风,24℃,多云,33℃,微风,2015-08-10
邯郸,北风,24℃,多云,34℃,微风,2015-08-11
邯郸,南风,23℃,多云~晴,35℃,微风,2015-08-12
邯郸,南风,24℃,晴~雷阵雨,35℃,微风,2015-08-13
邯郸,北风,23℃,阵雨~多云,31℃,3-4级~微风,2015-08-14
邯郸,南风,22℃,晴,34℃,微风,2015-08-15
邯郸,南风,22℃,晴,35℃,微风,2015-08-16
邯郸,南风,23℃,多云,33℃,微风,2015-08-17
邯郸,南风~北风,22℃,多云~雷阵雨,31℃,微风,2015-08-18
邯郸,北风~南风,21℃,阴~多云,30℃,微风,2015-08-19
邯郸,南风,21℃,多云,31℃,微风,2015-08-20
邯郸,北风,21℃,晴~多云,32℃,微风,2015-08-21
广州,无持续风向,25℃,多云~晴,34℃,微风,2015-08-01
广州,无持续风向,26℃,晴,34℃,微风,2015-08-02
广州,无持续风向,26℃,晴,35℃,微风,2015-08-03
哈尔滨,东风,16℃,雷阵雨~多云,24℃,微风,2015-08-30
哈尔滨,西风,17℃,雷阵雨~多云,24℃,微风,2015-08-31
邯郸,南风~北风,21℃,晴~多云,32℃,微风,2015-08-22
邯郸,北风,21℃,多云,31℃,微风,2015-08-23
邯郸,北风,20℃,雷阵雨~多云,28℃,3-4级,2015-08-24
邯郸,北风,20℃,阵雨~多云,30℃,微风,2015-08-25
邯郸,北风,20℃,多云,30℃,微风,2015-08-26
邯郸,北风,20℃,晴,32℃,微风,2015-08-27
邯郸,北风,20℃,晴~多云,31℃,微风,2015-08-28
邯郸,北风,21℃,雷阵雨~多云,30℃,微风,2015-08-29
邯郸,北风,19℃,中雨~大雨,28℃,微风,2015-08-30
邯郸,北风,19℃,阵雨,25℃,微风,2015-08-31
广州,无持续风向,26℃,晴,35℃,微风,2015-08-04
广州,无持续风向,26℃,晴,35℃,微风,2015-08-05
广州,无持续风向,27℃,晴,35℃,微风,2015-08-06
广州,无持续风向,27℃,晴,36℃,微风,2015-08-07
广州,无持续风向,28℃,晴~多云,36℃,微风,2015-08-08
广州,无持续风向,26℃,雷阵雨,36℃,微风,2015-08-09
广州,无持续风向,25℃,雷阵雨,32℃,微风,2015-08-10
广州,无持续风向,26℃,雷阵雨~阴,31℃,微风,2015-08-11
广州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-12
广州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-13
广州,无持续风向,26℃,雷阵雨,31℃,微风,2015-08-14
广州,无持续风向,25℃,雷阵雨,31℃,微风,2015-08-15
广州,无持续风向,25℃,雷阵雨~多云,32℃,微风,2015-08-16
广州,无持续风向,27℃,多云~晴,34℃,微风,2015-08-17
广州,无持续风向,27℃,晴,35℃,微风,2015-08-18
广州,无持续风向,28℃,晴~多云,36℃,微风,2015-08-19
广州,无持续风向,28℃,雷阵雨~多云,35℃,微风,2015-08-20
广州,无持续风向,27℃,晴,35℃,微风,2015-08-21
广州,无持续风向,27℃,晴,35℃,微风,2015-08-22
广州,无持续风向,27℃,晴,35℃,微风,2015-08-23
青岛,南风,26℃,多云~雷阵雨,30℃,3-4级,2015-08-01
青岛,南风,26℃,雷阵雨~阴,30℃,3-4级,2015-08-02
青岛,南风,27℃,多云,31℃,3-4级,2015-08-03
青岛,南风,25℃,雷阵雨,29℃,3-4级,2015-08-04
青岛,南风,25℃,雷阵雨,30℃,3-4级,2015-08-05
青岛,南风,24℃,雷阵雨,29℃,3-4级,2015-08-06
青岛,南风,25℃,雷阵雨,29℃,3-4级,2015-08-07
青岛,南风,24℃,雷阵雨,29℃,3-4级,2015-08-08
青岛,东南风,25℃,多云,29℃,3-4级,2015-08-09
青岛,东南风~东风,24℃,阵雨~小雨,29℃,3-4级~4-5级,2015-08-10
广州,无持续风向,27℃,晴,35℃,微风,2015-08-24
广州,无持续风向,25℃,晴,35℃,微风,2015-08-25
广州,无持续风向,26℃,晴~多云,35℃,微风,2015-08-26
广州,无持续风向,26℃,雷阵雨,34℃,微风,2015-08-27
广州,无持续风向,26℃,雷阵雨,33℃,微风,2015-08-28
广州,无持续风向,25℃,雷阵雨,31℃,微风,2015-08-29
广州,无持续风向,24℃,大雨~雷阵雨,30℃,微风,2015-08-30
广州,无持续风向,25℃,大雨~雷阵雨,30℃,微风,2015-08-31
青岛,东北风,23℃,多云~晴,30℃,3-4级,2015-08-11
青岛,北风,24℃,晴,32℃,3-4级,2015-08-12
青岛,北风~南风,25℃,晴,32℃,3-4级,2015-08-13
青岛,西南风~南风,25℃,晴~多云,31℃,3-4级,2015-08-14
青岛,南风,24℃,阴~多云,29℃,3-4级,2015-08-15
青岛,南风,23℃,晴,29℃,3-4级,2015-08-16
青岛,南风,24℃,晴~多云,29℃,3-4级,2015-08-17
青岛,南风,24℃,多云,29℃,3-4级,2015-08-18
青岛,南风,24℃,阴~阵雨,27℃,3-4级,2015-08-19
青岛,南风~北风,23℃,阴~多云,27℃,3-4级,2015-08-20
青岛,北风,23℃,晴,31℃,3-4级,2015-08-21
青岛,北风,23℃,晴~多云,31℃,3-4级,2015-08-22
青岛,北风,23℃,多云,29℃,3-4级,2015-08-23
青岛,北风,23℃,多云~阵雨,30℃,3-4级~4-5级,2015-08-24
青岛,北风,22℃,阵雨,27℃,4-5级~3-4级,2015-08-25
青岛,北风,22℃,雷阵雨,27℃,3-4级,2015-08-26
青岛,北风,21℃,多云,29℃,3-4级,2015-08-27
青岛,北风~南风,22℃,晴~多云,29℃,3-4级,2015-08-28
青岛,南风,22℃,晴~多云,28℃,3-4级,2015-08-29
临沂,西南风,26℃,雷阵雨~多云,32℃,微风,2015-08-01
临沂,西南风,26℃,多云~阴,34℃,微风,2015-08-02
临沂,南风,26℃,多云,34℃,3-4级,2015-08-03
临沂,西南风~南风,25℃,雷阵雨,33℃,微风,2015-08-04
临沂,南风,24℃,中雨~中到大雨,33℃,微风,2015-08-05
临沂,南风~东南风,23℃,雷阵雨~阵雨,31℃,微风,2015-08-06
临沂,南风~东风,24℃,雷阵雨,30℃,微风,2015-08-07
临沂,东南风~东风,24℃,雷阵雨,30℃,3-4级,2015-08-08
临沂,东风,24℃,多云~阵雨,30℃,微风,2015-08-09
临沂,东风~东北风,23℃,小雨,27℃,3-4级~4-5级,2015-08-10
青岛,南风,23℃,晴,28℃,3-4级,2015-08-30
青岛,南风,22℃,多云~雷阵雨,28℃,3-4级,2015-08-31
临沂,东北风,21℃,晴~多云,30℃,3-4级~微风,2015-08-11
临沂,北风~南风,22℃,晴~多云,32℃,微风,2015-08-12
临沂,西风~南风,22℃,晴~多云,33℃,微风,2015-08-13
临沂,南风,23℃,晴~阴,32℃,微风,2015-08-14
临沂,东南风~东风,22℃,雷阵雨~多云,29℃,微风,2015-08-15
临沂,东南风,21℃,多云~晴,31℃,微风,2015-08-16
临沂,南风,21℃,晴~多云,30℃,微风,2015-08-17
临沂,南风,23℃,多云,30℃,微风,2015-08-18
临沂,北风~南风,22℃,雷阵雨,27℃,3-4级,2015-08-19
临沂,北风,20℃,阵雨~多云,26℃,微风,2015-08-20
临沂,西北风~西风,21℃,多云,31℃,微风,2015-08-21
临沂,西风~北风,22℃,多云~阴,31℃,微风,2015-08-22
临沂,东北风,21℃,阴~多云,30℃,3-4级,2015-08-23
临沂,东北风~北风,20℃,雷阵雨~阴,29℃,3-4级,2015-08-24
临沂,北风,20℃,雷阵雨,29℃,3-4级,2015-08-25
临沂,北风,20℃,雷阵雨~多云,29℃,微风,2015-08-26
石家庄,北风,24℃,阴~阵雨,27℃,微风,2015-08-01
石家庄,南风~北风,23℃,阵雨~中雨,28℃,微风,2015-08-02
石家庄,北风,21℃,暴雨~阵雨,29℃,微风,2015-08-03
石家庄,北风,24℃,多云,32℃,微风,2015-08-04
石家庄,南风~北风,24℃,多云,32℃,微风,2015-08-05
石家庄,南风~北风,24℃,多云,33℃,微风,2015-08-06
临沂,北风~南风,19℃,雷阵雨~多云,29℃,微风,2015-08-27
临沂,北风~南风,20℃,多云,30℃,微风,2015-08-28
临沂,南风,19℃,雷阵雨~多云,30℃,微风,2015-08-29
临沂,东风~东南风,20℃,多云,29℃,微风,2015-08-30
临沂,东风~东南风,20℃,雷阵雨~中雨,28℃,微风,2015-08-31
济宁,南风,25℃,雷阵雨~阵雨,31℃,微风,2015-08-01
济宁,南风,27℃,多云,34℃,微风,2015-08-02
济宁,无持续风向,26℃,多云,34℃,微风,2015-08-03
济宁,南风,24℃,阵雨,29℃,微风,2015-08-04
济宁,无持续风向,24℃,雷阵雨~阵雨,31℃,微风,2015-08-05
济宁,东北风,22℃,多云~晴,29℃,微风,2015-08-06
济宁,南风,24℃,多云,30℃,微风,2015-08-07
济宁,东风,25℃,阵雨~多云,32℃,微风,2015-08-08
济宁,无持续风向,24℃,多云,31℃,微风,2015-08-09
济宁,东风,23℃,多云,31℃,微风,2015-08-10
济宁,东北风,22℃,晴~多云,31℃,3-4级,2015-08-11
济宁,北风~南风,23℃,晴,33℃,微风,2015-08-12
济宁,无持续风向,25℃,多云,33℃,微风,2015-08-13
济宁,无持续风向,23℃,小雨~小到中雨,32℃,微风,2015-08-14
济宁,东南风,22℃,阴~多云,30℃,微风,2015-08-15
济宁,南风,23℃,多云~晴,32℃,微风,2015-08-16
石家庄,东风~北风,24℃,多云,32℃,微风,2015-08-07
石家庄,东风~东北风,23℃,多云,31℃,微风,2015-08-08
石家庄,北风,24℃,多云,32℃,微风,2015-08-09
石家庄,东风~北风,24℃,多云,34℃,微风,2015-08-10
石家庄,东风~北风,24℃,多云,33℃,微风,2015-08-11
石家庄,南风~北风,24℃,多云~晴,34℃,微风,2015-08-12
石家庄,南风~北风,24℃,晴~雷阵雨,34℃,微风,2015-08-13
石家庄,南风~北风,23℃,多云~晴,31℃,微风,2015-08-14
石家庄,北风,23℃,晴,35℃,微风,2015-08-15
