ip,port
103.250.32.0,80
117.79.88.0,80
117.79.160.0,80
117.80.0.0,80
117.103.40.0,80
117.103.72.0,80
103.46.32.0,80
103.46.64.0,80
103.46.128.0,80
103.46.136.0,80
103.46.152.0,80
103.46.160.0,80
103.250.104.0,80
103.250.124.0,80
103.250.180.0,80
103.250.192.0,80
103.250.216.0,80
117.103.128.0,80
117.104.168.0,80
117.104.188.0,80
117.106.0.0,80
117.112.0.0,80
117.114.0.0,80
117.114.128.0,80
117.114.192.0,80
103.46.176.0,80
103.46.244.0,80
103.46.248.0,80
103.250.224.0,80
103.250.248.0,80
103.251.32.0,80
103.251.96.0,80
103.251.124.0,80
103.251.160.0,80
103.251.240.0,80
117.114.240.0,80
117.115.0.0,80
117.116.0.0,80
103.47.4.0,80
103.47.20.0,80
103.47.36.0,80
103.47.40.0,80
103.47.80.0,80
103.47.96.0,80
103.252.64.0,80
103.253.224.0,80
103.254.64.0,80
103.254.76.0,80
103.254.176.0,80
103.255.92.0,80
106.3.72.0,80
106.3.80.0,80
117.116.128.0,80
117.117.0.0,80
117.118.0.0,80
117.120.128.0,80
117.121.64.0,80
117.121.112.0,80
118.24.0.0,80
103.47.116.0,80
103.47.120.0,80
103.47.136.0,80
103.47.212.0,80
106.3.224.0,80
106.3.248.0,80
106.74.0.0,80
106.75.127.0,80
110.6.0.0,80
110.16.0.0,80
118.25.208.0,80
118.25.224.0,80
118.26.12.0,80
118.26.40.0,80
118.26.44.0,80
103.48.52.0,80
103.48.92.0,80
103.48.148.0,80
103.48.202.0,80
103.48.216.0,80
103.48.224.0,80
103.48.240.0,80
110.51.0.0,80
110.52.0.0,80
110.72.0.0,80
110.172.192.0,80
110.172.208.0,80
110.172.210.0,80
110.172.216.0,80
110.172.218.0,80
118.26.186.0,80
118.30.0.0,80
118.84.0.0,80
118.84.5.0,80
118.84.6.0,80
118.84.8.0,80
118.84.16.0,80
103.49.12.0,80
103.49.20.0,80
103.49.72.0,80
103.49.96.0,80
110.172.220.0,80
110.172.222.0,80
110.172.224.0,80
110.172.240.0,80
110.228.0.0,80
110.240.0.0,80
118.84.32.0,80
118.84.64.0,80
118.84.128.0,80
118.85.0.0,80
118.85.128.0,80
103.49.108.0,80
103.49.128.0,80
103.49.176.0,80
103.50.36.0,80
103.50.44.0,80
103.50.48.0,80
103.50.64.0,80
103.50.72.0,80
103.50.92.0,80
111.67.192.0,80
111.85.0.0,80
118.85.192.0,80
118.85.200.0,80
118.85.205.0,80
118.85.206.0,80
118.85.208.0,80
118.85.212.0,80
118.85.215.0,80
118.85.216.0,80
103.50.108.0,80
103.50.112.0,80
103.50.132.0,80
111.160.0.0,80
111.192.0.0,80
111.223.12.0,80
111.223.240.0,80
111.228.0.0,80
111.235.160.0,80
111.235.166.0,80
111.235.171.0,80
118.85.224.0,80
118.102.16.0,80
118.102.32.0,80
118.103.244.0,80
118.112.0.0,80
103.50.136.0,80
103.50.172.0,80
111.235.174.0,80
111.235.176.0,80
111.235.180.0,80
111.235.182.0,80
111.235.184.0,80
112.64.0.0,80
112.80.0.0,80
112.96.0.0,80
112.109.128.0,80
118.120.0.0,80
118.124.0.0,80
118.126.1.0,80
118.126.2.0,80
118.126.4.0,80
118.126.8.0,80
103.50.176.0,80
103.50.192.0,80
103.50.200.0,80
103.50.220.0,80
103.50.224.0,80
112.111.0.0,80
112.122.0.0,80
112.132.0.0,80
112.192.0.0,80
112.224.0.0,80
113.0.0.0,80
113.8.0.0,80
113.18.32.0,80
118.126.16.0,80
118.126.18.0,80
118.126.32.0,80
103.50.240.0,80
103.50.248.0,80
103.52.40.0,80
103.52.72.0,80
103.52.80.0,80
103.52.96.0,80
113.18.40.0,80
113.18.44.0,80
113.18.64.0,80
113.18.104.0,80
113.18.144.0,80
118.126.64.0,80
118.126.143.0,80
118.126.144.0,80
118.126.160.0,80
118.126.192.0,80
118.127.128.0,80
118.180.0.0,80
103.52.104.0,80
103.52.160.0,80
103.52.172.0,80
103.52.176.0,80
113.31.32.0,80
113.56.0.0,80
113.58.0.0,80
113.59.0.0,80
113.194.0.0,80
113.200.0.0,80
113.204.0.0,80
113.209.0.0,80
113.209.128.0,80
118.184.5.0,80
118.184.12.0,80
103.52.184.0,80
103.52.196.0,80
103.53.64.0,80
103.53.92.0,80
103.53.124.0,80
103.53.128.0,80
103.53.144.0,80
113.209.192.0,80
113.213.0.0,80
113.224.0.0,80
114.28.0.0,80
114.28.128.0,80
114.28.192.0,80
114.66.0.0,80
118.184.128.0,80
118.184.144.0,80
118.184.160.0,80
118.184.192.0,80
118.186.0.0,80
118.186.72.0,80
118.186.80.0,80
103.53.160.0,80
103.53.180.0,80
103.53.204.0,80
103.53.208.0,80
114.66.17.0,80
114.66.18.0,80
114.66.20.0,80
114.66.24.0,80
114.66.30.0,80
114.66.32.0,80
114.66.64.0,80
114.66.72.0,80
118.186.96.0,80
118.186.128.0,80
118.186.140.0,80
103.53.236.0,80
103.53.248.0,80
103.54.8.0,80
103.54.48.0,80
103.54.53.0,80
103.54.54.0,80
103.54.160.0,80
103.54.212.0,80
114.66.128.0,80
114.66.144.0,80
114.66.148.0,80
118.186.144.0,80
118.186.147.0,80
118.186.150.0,80
118.186.152.0,80
118.186.160.0,80
118.186.232.0,80
103.54.228.0,80
103.54.240.0,80
103.55.80.0,80
103.55.120.0,80
103.55.152.0,80
114.66.151.0,80
114.66.152.0,80
114.66.160.0,80
114.66.193.0,80
114.66.194.0,80
114.66.196.0,80
118.186.236.0,80
118.186.248.0,80
118.187.0.0,80
118.187.32.0,80
103.55.172.0,80
103.55.204.0,80
103.55.208.0,80
103.55.228.0,80
103.55.236.0,80
114.66.200.0,80
114.66.208.0,80
114.66.216.0,80
114.66.218.0,80
114.66.240.0,80
114.112.124.0,80
118.187.48.0,80
118.187.64.0,80
118.188.0.0,80
118.188.8.0,80
118.188.16.0,80
118.191.0.0,80
118.192.9.0,80
103.55.240.0,80
103.56.11.0,80
103.56.20.0,80
103.56.32.0,80
114.112.161.0,80
114.112.162.0,80
114.112.164.0,80
114.112.180.0,80
114.112.184.0,80
118.192.101.0,80
118.193.96.0,80
118.194.168.0,80
118.194.200.0,80
118.194.237.0,80
118.195.0.0,80
118.195.71.0,80
118.195.72.0,80
103.56.56.0,80
103.56.72.0,80
103.56.140.0,80
103.56.152.0,80
103.56.200.0,80
103.57.12.0,80
114.112.188.0,80
114.112.192.0,80
114.113.0.0,80
114.113.104.0,80
114.113.120.0,80
118.195.80.0,80
118.195.96.0,80
118.195.140.0,80
118.195.148.0,80
118.195.152.0,80
118.195.160.0,80
118.195.192.0,80
118.213.0.0,80
118.213.16.0,80
103.57.52.0,80
103.57.56.0,80
114.113.220.0,80
114.119.0.0,80
114.119.12.0,80
114.119.16.0,80
114.119.48.0,80
114.119.64.0,80
118.213.28.0,80
118.213.32.0,80
118.213.64.0,80
118.213.128.0,80
103.57.76.0,80
103.57.136.0,80
103.57.196.0,80
103.58.24.0,80
103.59.76.0,80
103.59.112.0,80
103.59.128.0,80
103.59.148.0,80
114.132.128.0,80
114.240.0.0,80
115.46.0.0,80
118.215.192.0,80
118.239.0.0,80
118.248.0.0,80
119.0.0.0,80
119.2.0.0,80
119.10.0.0,80
119.10.8.0,80
119.10.20.0,80
103.60.32.0,80
103.60.44.0,80
103.60.164.0,80
115.48.0.0,80
115.85.192.0,80
115.100.0.0,80
115.100.32.0,80
115.100.48.0,80
115.100.56.0,80
119.10.26.0,80
119.10.28.0,80
119.10.112.0,80
119.19.0.0,80
119.20.0.0,80
119.22.0.0,80
119.27.128.0,80
119.37.0.0,80
103.60.228.0,80
103.60.236.0,80
103.61.60.0,80
103.61.104.0,80
103.61.140.0,80
115.100.64.0,80
115.100.128.0,80
115.100.192.0,80
115.100.224.0,80
115.100.240.0,80
115.100.252.0,80
119.37.12.0,80
119.37.192.0,80
119.38.192.0,80
119.40.64.0,80
119.41.0.0,80
119.42.128.0,80
103.61.152.0,80
103.61.160.0,80
103.61.172.0,80
103.61.176.0,80
103.62.24.0,80
115.101.0.0,80
115.102.160.0,80
115.102.192.0,80
115.103.0.0,80
116.2.0.0,80
116.66.0.0,80
119.42.138.0,80
119.42.141.0,80
119.42.142.0,80
119.45.64.0,80
119.45.192.0,80
103.62.72.0,80
103.62.80.0,80
103.62.88.0,80
103.62.96.0,80
116.66.64.0,80
116.66.96.0,80
116.70.4.0,80
116.70.8.0,80
116.70.16.0,80
116.70.32.0,80
116.95.0.0,80
119.57.0.0,80
119.57.14.0,80
119.57.16.0,80
119.57.25.0,80
119.57.26.0,80
119.57.28.0,80
103.62.128.0,80
103.62.156.0,80
103.62.160.0,80
103.62.192.0,80
103.62.204.0,80
116.112.0.0,80
116.116.0.0,80
116.128.0.0,80
116.213.248.0,80
116.214.32.0,80
119.57.32.0,80
119.57.64.0,80
119.57.96.0,80
119.57.100.0,80
119.57.102.0,80
119.57.111.0,80
103.62.208.0,80
103.62.224.0,80
103.63.32.0,80
103.63.64.0,80
103.63.80.0,80
103.63.88.0,80
103.63.140.0,80
117.8.0.0,80
117.49.0.0,80
117.74.64.0,80
117.74.128.0,80
119.57.128.0,80
119.57.160.0,80
119.57.192.0,80
119.60.0.0,80
119.75.208.0,80
119.80.240.0,80
119.82.208.0,80
119.84.0.0,80
103.63.144.0,80
103.63.152.0,80
103.63.160.0,80
117.74.144.0,80
117.74.160.0,80
117.74.192.0,80
117.78.16.0,80
117.79.64.0,80
119.90.0.0,80
119.90.128.0,80
119.96.0.0,80
119.120.0.0,80
119.128.0.0,80
119.144.0.0,80
103.63.176.0,80
103.63.184.0,80
103.63.192.0,80
103.63.208.0,80
103.63.240.0,80
103.64.0.0,80
103.64.24.0,80
103.64.32.0,80
117.79.94.0,80
117.79.96.0,80
117.79.128.0,80
119.148.164.0,80
119.148.168.0,80
119.148.176.0,80
119.151.192.0,80
119.160.200.0,80
119.235.184.0,80
119.252.96.0,80
119.253.0.0,80
103.64.64.0,80
103.64.140.0,80
103.64.144.0,80
117.79.132.0,80
117.79.136.0,80
117.79.240.0,80
117.79.242.0,80
117.121.132.0,80
117.121.148.0,80
118.25.192.0,80
118.26.0.0,80
118.26.8.0,80
119.253.96.0,80
119.254.16.0,80
103.64.152.0,80
103.64.160.0,80
103.64.192.0,80
103.65.0.0,80
103.65.16.0,80
103.65.36.0,80
103.65.40.0,80
103.65.48.0,80
103.65.64.0,80
118.26.56.0,80
118.26.64.0,80
119.254.32.0,80
119.254.64.0,80
119.254.128.0,80
119.254.192.0,80
119.254.240.0,80
119.255.64.0,80
119.255.128.0,80
120.31.66.0,80
103.65.100.0,80
103.65.104.0,80
103.65.112.0,80
103.65.128.0,80
103.65.136.0,80
103.65.144.0,80
103.65.160.0,80
118.26.96.0,80
118.26.116.0,80
118.26.176.0,80
118.26.184.0,80
118.26.187.0,80
118.72.0.0,80
118.80.0.0,80
118.88.32.0,80
118.103.168.0,80
120.31.70.0,80
120.31.128.0,80
103.66.32.0,80
103.66.40.0,80
103.66.92.0,80
103.66.108.0,80
103.66.200.0,80
103.66.240.0,80
103.67.0.0,80
103.67.8.0,80
103.192.0.0,80
118.126.6.0,80
118.186.192.0,80
120.32.0.0,80
120.40.0.0,80
120.44.0.0,80
120.47.0.0,80
120.49.1.0,80
120.49.2.0,80
120.64.0.0,80
120.64.128.0,80
120.64.192.0,80
103.192.48.0,80
103.192.56.0,80
118.186.196.0,80
118.186.200.0,80
118.186.216.0,80
118.186.224.0,80
118.186.238.0,80
118.186.252.0,80
118.187.96.0,80
118.187.128.0,80
118.191.4.0,80
120.64.232.0,80
103.192.84.0,80
103.192.88.0,80
103.192.96.0,80
103.192.112.0,80
103.192.128.0,80
103.192.144.0,80
103.192.164.0,80
103.192.188.0,80
103.192.208.0,80
118.191.8.0,80
118.191.12.0,80
120.64.240.0,80
120.66.128.0,80
120.68.0.0,80
120.72.32.0,80
120.88.8.0,80
120.92.0.0,80
120.92.128.0,80
120.92.192.0,80
120.92.224.0,80
103.192.216.0,80
103.192.252.0,80
118.192.0.0,80
118.192.8.0,80
118.192.10.0,80
118.192.12.0,80
118.192.16.0,80
118.192.32.0,80
118.193.0.0,80
118.194.128.0,80
118.194.192.0,80
120.131.0.0,80
120.131.192.0,80
103.193.40.0,80
103.193.120.0,80
103.193.140.0,80
103.193.160.0,80
103.193.188.0,80
103.193.192.0,80
103.193.212.0,80
103.193.216.0,80
103.193.224.0,80
118.194.208.0,80
118.194.216.0,80
120.131.255.0,80
120.132.0.0,80
120.132.96.0,80
120.132.140.0,80
120.132.192.0,80
120.135.20.0,80
120.143.128.0,80
121.0.8.0,80
121.8.0.0,80
103.194.16.0,80
103.194.230.0,80
118.194.232.0,80
118.194.236.0,80
118.194.238.0,80
118.194.240.0,80
118.195.64.0,80
118.195.68.0,80
118.195.70.0,80
118.212.0.0,80
118.213.24.0,80
121.32.0.0,80
121.36.0.0,80
103.195.112.0,80
103.195.152.0,80
103.195.160.0,80
103.196.64.0,80
103.196.72.0,80
103.196.88.0,80
103.196.96.0,80
103.196.168.0,80
103.196.184.0,80
119.4.0.0,80
119.10.24.0,80
121.50.8.0,80
121.51.4.0,80
121.51.8.0,80
121.51.16.0,80
121.51.32.0,80
121.51.48.0,80
121.51.52.0,80
121.51.56.0,80
121.51.64.0,80
103.197.180.0,80
103.197.228.0,80
119.10.32.0,80
119.10.64.0,80
119.10.96.0,80
119.10.120.0,80
119.10.144.0,80
119.10.148.0,80
119.18.192.0,80
119.27.64.0,80
119.36.0.0,80
121.51.148.0,80
121.51.152.0,80
103.197.253.0,80
103.197.254.0,80
103.198.20.0,80
103.198.60.0,80
103.198.64.0,80
103.198.72.0,80
103.198.124.0,80
103.198.156.0,80
103.198.180.0,80
119.38.0.0,80
119.38.128.0,80
119.39.0.0,80
119.40.0.0,80
119.40.128.0,80
121.51.160.0,80
121.51.192.0,80
121.54.176.0,80
121.55.0.0,80
121.56.0.0,80
121.58.0.0,80
121.58.136.0,80
121.58.160.0,80
121.59.0.0,80
103.198.196.0,80
103.198.200.0,80
119.42.0.0,80
119.45.65.0,80
119.45.66.0,80
119.45.68.0,80
119.45.72.0,80
119.45.80.0,80
119.45.96.0,80
119.45.193.0,80
119.45.194.0,80
121.59.5.0,80
121.59.6.0,80
103.198.216.0,80
103.198.224.0,80
103.198.240.0,80
103.199.164.0,80
103.199.196.0,80
103.199.228.0,80
103.199.252.0,80
103.200.52.0,80
103.200.64.0,80
119.45.196.0,80
119.45.200.0,80
121.59.8.0,80
121.59.16.0,80
121.59.18.0,80
121.59.20.0,80
121.59.24.0,80
121.59.32.0,80
121.59.64.0,80
121.59.128.0,80
121.60.0.0,80
103.200.136.0,80
103.200.144.0,80
119.45.208.0,80
119.45.224.0,80
119.48.0.0,80
119.57.2.0,80
119.57.4.0,80
119.57.8.0,80
119.57.12.0,80
119.57.15.0,80
121.69.0.0,80
121.101.0.0,80
121.101.208.0,80
103.200.160.0,80
103.200.192.0,80
103.200.220.0,80
103.200.224.0,80
103.201.0.0,80
103.201.16.0,80
103.201.28.0,80
103.201.32.0,80
103.201.64.0,80
119.57.24.0,80
119.57.103.0,80
119.57.112.0,80
119.57.154.0,80
119.62.0.0,80
121.200.192.0,80
121.204.0.0,80
121.224.0.0,80
122.0.128.0,80
122.4.0.0,80
122.10.132.0,80
122.10.136.0,80
122.10.144.0,80
122.10.160.0,80
103.201.76.0,80
103.201.80.0,80
119.80.0.0,80
119.80.32.0,80
119.80.56.0,80
119.80.64.0,80
119.80.128.0,80
119.80.192.0,80
119.80.200.0,80
119.80.202.0,80
119.80.224.0,80
122.10.244.0,80
122.10.248.0,80
103.201.96.0,80
103.201.112.0,80
103.201.120.0,80
103.201.152.0,80
103.201.160.0,80
103.201.192.0,80
103.202.0.0,80
103.202.32.0,80
103.202.56.0,80
119.108.0.0,80
119.112.0.0,80
122.10.250.0,80
122.11.0.0,80
122.12.0.0,80
122.14.192.0,80
122.48.0.0,80
122.51.0.0,80
122.98.144.0,80
122.98.160.0,80
122.98.172.0,80
103.202.64.0,80
103.202.128.0,80
119.148.160.0,80
119.148.162.0,80
119.161.255.0,80
119.162.0.0,80
119.164.0.0,80
119.176.0.0,80
119.248.0.0,80
119.252.240.0,80
122.98.176.0,80
122.98.192.0,80
122.98.232.0,80
103.202.144.0,80
103.202.152.0,80
103.202.160.0,80
103.202.192.0,80
103.202.212.0,80
103.202.228.0,80
103.202.236.0,80
103.202.240.0,80
103.203.0.0,80
119.253.32.0,80
119.253.64.0,80
122.98.240.0,80
122.102.64.0,80
122.102.80.0,80
122.112.32.0,80
122.112.64.0,80
122.112.128.0,80
122.113.48.0,80
122.113.64.0,80
122.113.128.0,80
103.203.32.0,80
103.203.96.0,80
119.253.128.0,80
119.254.0.0,80
119.255.0.0,80
120.0.0.0,80
120.31.0.0,80
120.31.64.0,80
120.31.68.0,80
120.31.72.0,80
120.31.80.0,80
122.115.0.0,80
122.115.80.0,80
122.115.96.0,80
122.115.144.0,80
122.115.160.0,80
103.203.128.0,80
103.203.140.0,80
103.203.164.0,80
103.203.168.0,80
103.203.192.0,80
103.203.200.0,80
103.203.212.0,80
103.203.216.0,80
103.204.24.0,80
120.31.96.0,80
120.31.145.0,80
122.115.192.0,80
122.128.120.0,80
122.198.0.0,80
122.198.68.0,80
122.198.72.0,80
122.198.80.0,80
122.198.96.0,80
122.198.128.0,80
122.224.0.0,80
103.204.72.0,80
103.204.88.0,80
120.31.146.0,80
120.31.148.0,80
120.31.152.0,80
120.31.160.0,80
120.31.192.0,80
120.52.0.0,80
120.65.0.0,80
120.65.64.0,80
120.65.80.0,80
122.240.0.0,80
122.248.24.0,80
103.204.112.0,80
103.204.136.0,80
103.204.144.0,80
103.204.152.0,80
103.204.196.0,80
103.204.232.0,80
103.205.10.0,80
103.205.40.0,80
103.205.52.0,80
120.65.96.0,80
120.65.128.0,80
122.255.64.0,80
123.49.130.0,80
123.49.136.0,80
123.49.141.0,80
123.49.143.0,80
123.49.152.0,80
123.50.160.0,80
123.52.0.0,80
123.58.0.0,80
103.205.108.0,80
103.205.116.0,80
120.66.0.0,80
120.80.0.0,80
120.92.240.0,80
120.128.0.0,80
120.131.16.0,80
120.131.32.0,80
120.131.208.0,80
120.131.224.0,80
120.131.240.0,80
123.58.232.0,80
103.205.136.0,80
103.205.162.0,80
103.205.188.0,80
103.205.192.0,80
103.205.200.0,80
103.205.236.0,80
103.205.248.0,80
103.206.0.0,80
120.131.248.0,80
120.131.252.0,80
120.131.254.0,80
123.58.248.0,80
123.59.64.0,80
123.61.0.0,80
123.62.0.0,80
123.96.0.0,80
123.99.230.0,80
123.101.0.0,80
123.103.0.0,80
123.137.0.0,80
103.206.44.0,80
103.206.148.0,80
120.132.134.0,80
120.132.176.0,80
121.16.0.0,80
121.79.128.0,80
121.201.132.0,80
121.201.136.0,80
121.201.144.0,80
121.201.160.0,80
121.201.192.0,80
123.149.0.0,80
103.207.104.0,80
103.207.184.0,80
103.207.192.0,80
103.207.208.0,80
103.207.220.0,80
103.207.228.0,80
103.207.232.0,80
103.208.12.0,80
103.208.16.0,80
122.10.228.0,80
122.10.232.0,80
123.150.0.0,80
123.151.0.0,80
123.151.136.0,80
123.151.144.0,80
123.151.160.0,80
123.151.192.0,80
123.160.0.0,80
123.176.85.0,80
123.176.86.0,80
103.208.28.0,80
103.208.40.0,80
122.10.240.0,80
122.13.0.0,80
122.14.0.0,80
122.96.0.0,80
122.102.0.0,80
122.102.6.0,80
122.102.8.0,80
122.115.128.0,80
123.176.88.0,80
123.177.0.0,80
123.178.0.0,80
123.180.0.0,80
123.184.0.0,80
123.196.68.0,80
103.208.48.0,80
103.208.148.0,80
103.209.112.0,80
103.209.136.0,80
103.209.200.0,80
103.209.208.0,80
103.209.216.0,80
103.210.0.0,80
103.210.96.0,80
122.136.0.0,80
122.156.0.0,80
123.196.72.0,80
123.196.80.0,80
123.196.96.0,80
123.199.128.0,80
123.242.0.0,80
123.244.0.0,80
123.249.0.0,80
123.253.0.0,80
123.253.128.0,80
103.210.156.0,80
103.210.160.0,80
122.188.0.0,80
122.192.0.0,80
123.4.0.0,80
123.8.0.0,80
123.58.32.0,80
123.58.48.0,80
123.58.128.0,80
123.58.240.0,80
123.253.134.0,80
123.253.136.0,80
123.253.144.0,80
123.253.160.0,80
123.253.192.0,80
103.210.216.0,80
103.211.44.0,80
103.211.96.0,80
103.211.156.0,80
103.211.164.0,80
103.211.168.0,80
103.211.220.0,80
103.211.224.0,80
103.211.248.0,80
123.98.0.0,80
123.99.224.0,80
124.21.0.0,80
124.29.0.0,80
124.31.0.0,80
124.40.128.0,80
124.40.192.0,80
124.42.0.0,80
124.68.128.0,80
124.68.192.0,80
124.69.0.0,80
103.212.0.0,80
103.212.44.0,80
123.99.228.0,80
123.99.232.0,80
123.99.240.0,80
123.100.0.0,80
123.103.2.0,80
123.103.24.0,80
123.103.28.0,80
123.103.30.0,80
123.103.32.0,80
124.72.0.0,80
124.108.8.0,80
103.212.48.0,80
103.212.84.0,80
103.212.100.0,80
103.212.148.0,80
103.212.164.0,80
103.212.196.0,80
103.212.200.0,80
103.212.228.0,80
103.212.252.0,80
123.103.48.0,80
123.103.64.0,80
124.108.40.0,80
124.109.96.0,80
124.112.0.0,80
124.126.0.0,80
124.147.128.0,80
124.156.0.0,80
124.172.128.0,80
124.172.208.0,80
124.172.224.0,80
103.213.40.0,80
103.213.48.0,80
123.103.96.0,80
123.108.208.0,80
123.108.220.0,80
123.112.0.0,80
123.128.0.0,80
123.138.0.0,80
123.144.0.0,80
123.148.0.0,80
124.173.96.0,80
124.196.128.0,80
124.224.0.0,80
103.213.64.0,80
103.213.96.0,80
103.213.132.0,80
103.213.136.0,80
103.213.144.0,80
103.213.160.0,80
103.213.248.0,80
103.214.48.0,80
103.214.84.0,80
123.152.0.0,80
123.176.80.0,80
124.248.0.0,80
124.248.32.0,80
124.248.34.0,80
124.248.39.0,80
124.248.43.0,80
124.248.64.0,80
125.61.128.0,80
125.64.0.0,80
125.104.0.0,80
103.214.212.0,80
103.214.240.0,80
123.176.84.0,80
123.188.0.0,80
123.232.0.0,80
124.6.64.0,80
124.64.0.0,80
124.66.0.0,80
124.67.0.0,80
124.68.0.0,80
124.68.132.0,80
125.112.0.0,80
125.171.0.0,80
103.215.28.0,80
103.215.32.0,80
103.215.44.0,80
103.215.100.0,80
103.215.104.0,80
103.215.116.0,80
103.215.120.0,80
103.215.140.0,80
103.215.184.0,80
124.68.136.0,80
124.68.144.0,80
125.213.0.0,80
125.254.168.0,80
125.254.176.0,80
125.254.184.0,80
125.254.188.0,80
125.254.190.0,80
125.254.192.0,80
129.223.254.0,80
132.237.134.0,80
103.215.228.0,80
124.68.160.0,80
124.70.0.0,80
124.88.0.0,80
124.128.0.0,80
124.152.0.0,80
124.160.0.0,80
124.172.64.0,80
132.237.150.0,80
139.159.0.0,80
139.159.32.0,80
139.176.0.0,80
103.216.4.0,80
103.216.8.0,80
103.216.16.0,80
103.216.32.0,80
103.216.64.0,80
103.216.108.0,80
103.216.136.0,80
103.216.152.0,80
103.216.224.0,80
124.172.96.0,80
124.172.112.0,80
139.189.0.0,80
139.198.10.0,80
139.198.12.0,80
139.198.16.0,80
139.198.32.0,80
139.198.64.0,80
139.198.128.0,80
139.200.0.0,80
103.216.240.0,80
103.217.0.0,80
103.217.168.0,80
103.217.180.0,80
103.217.184.0,80
103.217.192.0,80
124.172.116.0,80
124.173.0.0,80
124.196.64.0,80
124.240.0.0,80
124.249.0.0,80
125.31.192.0,80
125.32.0.0,80
125.208.37.0,80
125.208.39.0,80
139.220.0.0,80
139.220.192.0,80
103.218.8.0,80
103.218.16.0,80
103.218.28.0,80
103.218.32.0,80
103.218.64.0,80
103.218.184.0,80
103.218.192.0,80
103.218.208.0,80
103.218.216.0,80
125.208.40.0,80
125.208.49.0,80
139.220.240.0,80
140.75.0.0,80
140.224.0.0,80
140.237.0.0,80
140.240.0.0,80
140.243.0.0,80
140.246.0.0,80
140.249.0.0,80
140.250.0.0,80
103.219.24.0,80
103.219.32.0,80
103.219.64.0,80
103.219.84.0,80
103.219.88.0,80
125.208.50.0,80
125.208.52.0,80
125.208.56.0,80
125.211.0.0,80
125.214.96.0,80
125.254.128.0,80
125.254.191.0,80
138.32.244.0,80
139.170.0.0,80
140.255.0.0,80
144.0.0.0,80
103.219.96.0,80
103.219.176.0,80
103.219.184.0,80
103.220.48.0,80
103.220.64.0,80
103.220.92.0,80
103.220.96.0,80
103.220.116.0,80
103.220.120.0,80
139.208.0.0,80
139.220.196.0,80
144.7.0.0,80
144.12.0.0,80
144.52.0.0,80
144.123.0.0,80
144.255.0.0,80
146.196.112.0,80
146.217.137.0,80
146.222.79.0,80
146.222.81.0,80
103.220.128.0,80
103.220.144.0,80
139.220.200.0,80
139.220.202.0,80
139.220.224.0,80
139.226.0.0,80
140.101.208.0,80
140.206.0.0,80
140.210.16.0,80
140.210.24.0,80
140.210.26.0,80
146.222.94.0,80
150.0.0.0,80
103.220.152.0,80
103.220.160.0,80
103.220.192.0,80
103.220.200.0,80
103.220.240.0,80
103.221.0.0,80
103.221.32.0,80
103.221.48.0,80
103.221.88.0,80
140.242.216.0,80
140.242.223.0,80
150.115.0.0,80
150.121.0.0,80
150.122.0.0,80
150.138.0.0,80
150.223.0.0,80
150.242.56.0,80
150.242.116.0,80
150.242.184.0,80
150.242.192.0,80
103.221.96.0,80
103.221.128.0,80
103.221.192.0,80
103.222.0.0,80
103.222.16.0,80
140.242.224.0,80
144.36.146.0,80
144.48.64.0,80
150.242.248.0,80
152.104.130.0,80
152.104.224.0,80
153.118.0.0,80
160.83.110.0,80
161.207.8.0,80
161.207.16.0,80
163.53.40.0,80
103.222.24.0,80
144.211.80.0,80
144.211.138.0,80
150.242.8.0,80
150.242.152.0,80
150.242.232.0,80
150.255.0.0,80
152.104.128.0,80
152.104.131.0,80
152.104.132.0,80
163.53.60.0,80
103.222.32.0,80
103.222.64.0,80
103.222.128.0,80
103.222.192.0,80
103.222.224.0,80
103.222.232.0,80
103.222.240.0,80
103.223.16.0,80
103.223.32.0,80
152.104.136.0,80
152.104.144.0,80
167.139.0.0,80
167.220.244.0,80
168.159.159.0,80
168.230.0.0,80
170.225.224.0,80
171.8.0.0,80
171.40.0.0,80
171.80.0.0,80
171.104.0.0,80
103.223.64.0,80
103.223.128.0,80
152.104.160.0,80
152.104.192.0,80
152.104.228.0,80
152.104.232.0,80
152.104.240.0,80
153.0.0.0,80
153.3.0.0,80
153.34.0.0,80
153.36.0.0,80
171.112.0.0,80
171.208.0.0,80
103.223.140.0,80
103.223.144.0,80
103.223.160.0,80
103.223.176.0,80
103.223.188.0,80
103.223.192.0,80
103.224.40.0,80
103.224.60.0,80
153.99.0.0,80
153.101.0.0,80
157.0.0.0,80
157.18.0.0,80
157.61.0.0,80
157.122.0.0,80
175.0.0.0,80
175.24.0.0,80
175.25.0.0,80
175.25.28.0,80
175.25.32.0,80
175.25.64.0,80
175.25.128.0,80
175.26.0.0,80
175.30.0.0,80
103.224.220.0,80
103.224.224.0,80
157.148.0.0,80
157.156.0.0,80
157.255.0.0,80
159.153.120.0,80
160.19.212.0,80
160.83.109.0,80
160.83.111.0,80
160.202.60.0,80
161.207.0.0,80
175.102.36.0,80
175.102.40.0,80
103.224.232.0,80
103.226.16.0,80
103.226.40.0,80
103.226.56.0,80
103.226.80.0,80
103.226.116.0,80
103.226.132.0,80
103.226.156.0,80
103.226.180.0,80
161.207.12.0,80
161.207.20.0,80
175.102.48.0,80
175.102.64.0,80
175.102.128.0,80
175.102.136.0,80
175.102.144.0,80
175.102.160.0,80
175.102.192.0,80
180.76.0.0,80
180.76.2.0,80
103.226.196.0,80
103.227.48.0,80
